Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ExtParam11	ExtParam12	ExtParam13	ExtParam14	ExtParam15	ExtParam16	ExtParam17	ExtParam18	ExtParam19	ExtParam20	Effect	UnLockInterval
Hộ Giáp Phiến (cấp 6)	Hộ Giáp Phiến (cấp 6)	18	1	67	6	\image\item\other\scriptitem\hujiapian.spr		32	Sau khi sử dụng có thể tăng điểm sinh lực tối đa! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		hujiapian																										
Hộ Giáp Phiến (cấp 7)	Hộ Giáp Phiến (cấp 7)	18	1	67	7	\image\item\other\scriptitem\hujiapian.spr		32	Sau khi sử dụng có thể tăng điểm sinh lực tối đa! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		hujiapian																										
Hộ Giáp Phiến (cấp 8)	Hộ Giáp Phiến (cấp 8)	18	1	67	8	\image\item\other\scriptitem\hujiapian.spr		32	Sau khi sử dụng có thể tăng điểm sinh lực tối đa! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		hujiapian																										
Hộ Giáp Phiến (cấp 9)	Hộ Giáp Phiến (cấp 9)	18	1	67	9	\image\item\other\scriptitem\hujiapian.spr		32	Sau khi sử dụng có thể tăng điểm sinh lực tối đa! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		hujiapian																										
Hộ Giáp Phiến (cấp 10)	Hộ Giáp Phiến (cấp 10)	18	1	67	10	\image\item\other\scriptitem\hujiapian.spr		32	Sau khi sử dụng có thể tăng điểm sinh lực tối đa! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		hujiapian																										
Ngũ Hành Thạch (cấp 1)	Ngũ Hành Thạch (cấp 1)	18	1	68	1	\image\item\other\scriptitem\wuxingshi.spr		32	Sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 2)	Ngũ Hành Thạch (cấp 2)	18	1	68	2	\image\item\other\scriptitem\wuxingshi.spr		32	Sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 3)	Ngũ Hành Thạch (cấp 3)	18	1	68	3	\image\item\other\scriptitem\wuxingshi.spr		32	Sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 4)	Ngũ Hành Thạch (cấp 4)	18	1	68	4	\image\item\other\scriptitem\wuxingshi.spr		32	Sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 5)	Ngũ Hành Thạch (cấp 5)	18	1	68	5	\image\item\other\scriptitem\wuxingshi.spr		32	Sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 6)	Ngũ Hành Thạch (cấp 6)	18	1	68	6	\image\item\other\scriptitem\wuxingshi.spr		32	Sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 7)	Ngũ Hành Thạch (cấp 7)	18	1	68	7	\image\item\other\scriptitem\wuxingshi.spr		32	Sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 8)	Ngũ Hành Thạch (cấp 8)	18	1	68	8	\image\item\other\scriptitem\wuxingshi.spr		32	Đầy hào quang, sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 9)	Ngũ Hành Thạch (cấp 9)	18	1	68	9	\image\item\other\scriptitem\wuxingshi.spr		32	Đầy hào quang, sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Ngũ Hành Thạch (cấp 10)	Ngũ Hành Thạch (cấp 10)	18	1	68	10	\image\item\other\scriptitem\wuxingshi.spr		32	Đầy hào quang, sau khi sử dụng có thể kháng tất cả! <color=gold>Nhấn chuột phải để dùng.<color>		0	1	10	0		0	0		wuxingshi																										
Túi sửa chữa	Túi sửa chữa	18	1	69	1	\image\item\other\scriptitem\xiulibao.spr		32			0	1	100	0		0	0		xiulibao																										
Pháo hoa	Pháo hoa	18	1	70	1	\image\item\other\quest\quest_0047_s.spr		32			0	1	100	0		0	0		yanhua																										
Bạch Câu Hoàn	Bạch Câu Hoàn	18	1	71	1	\image\item\other\medicine\zc_631_s.spr		32	Sử dụng được rời mạng tu luyện 8 giờ.<enter><color=gold>(Mỗi ngày được rời mạng tu luyện 18 giờ)<color>		0	1	1	3600		0	0	20	baijuwan																										
Đại Bạch Câu Hoàn	Đại Bạch Câu Hoàn	18	1	71	2	\image\item\other\scriptitem\baijuwan_da.spr		32	Sau khi sử dụng được rời mạng tu luyện 8 giờ, kinh nghiệm gấp 1.3 lần Bạch Câu Hoàn.<enter><color=gold>(Mỗi ngày được rời mạng tu luyện 18 giờ)<color>		0	1	1	18000		0	1	20	baijuwan																										
Cường Hiệu Bạch Câu Hoàn	Cường Hiệu Bạch Câu Hoàn	18	1	71	3	\image\item\other\scriptitem\baijuwan_da.spr		32	Sau khi sử dụng được rời mạng tu luyện 8 giờ, kinh nghiệm gấp 1.6 lần Bạch Câu Hoàn.<enter><color=gold>(Mỗi ngày được rời mạng tu luyện 18 giờ)<color>		0	1	1	54000		0	1	20	baijuwan																										
Đặc Hiệu Bạch Câu Hoàn	Đặc Hiệu Bạch Câu Hoàn	18	1	71	4	\image\item\other\scriptitem\baijuwan_teda.spr		32	Sau khi sử dụng được rời mạng tu luyện 8 giờ, kinh nghiệm gấp 2 lần Bạch Câu Hoàn.<enter><color=gold>(Mỗi ngày được rời mạng tu luyện 18 giờ)<color>		0	1	1	160000		0	1	20	baijuwan																										
Ma Đao Thạch (cấp 1)-Rương	Ma Đao Thạch (cấp 1)-Rương	18	1	72	1	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	1	0	10																
Ma Đao Thạch (cấp 2)-Rương	Ma Đao Thạch (cấp 2)-Rương	18	1	72	2	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	2	0	10																
Ma Đao Thạch (cấp 3)-Rương	Ma Đao Thạch (cấp 3)-Rương	18	1	72	3	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	3	0	10																
Ma Đao Thạch (cấp 4)-Rương	Ma Đao Thạch (cấp 4)-Rương	18	1	72	4	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	4	0	10																
Ma Đao Thạch (cấp 5)-Rương	Ma Đao Thạch (cấp 5)-Rương	18	1	72	5	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	5	0	10																
Ma Đao Thạch (cấp 6)-Rương	Ma Đao Thạch (cấp 6)-Rương	18	1	72	6	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	6	0	5																
Ma Đao Thạch (cấp 7)-Rương	Ma Đao Thạch (cấp 7)-Rương	18	1	72	7	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	7	0	5																
Ma Đao Thạch (cấp 8)-Rương	Ma Đao Thạch (cấp 8)-Rương	18	1	72	8	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	8	0	5																
Ma Đao Thạch (cấp 9)-Rương	Ma Đao Thạch (cấp 9)-Rương	18	1	72	9	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	9	0	5																
Ma Đao Thạch (cấp 10)-Rương	Ma Đao Thạch (cấp 10)-Rương	18	1	72	10	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	66	10	0	5																
Hộ Giáp Phiến (cấp 1)-Rương	Hộ Giáp Phiến (cấp 1)-Rương	18	1	73	1	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	1	0	10																
Hộ Giáp Phiến (cấp 2)-Rương	Hộ Giáp Phiến (cấp 2)-Rương	18	1	73	2	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	2	0	10																
Hộ Giáp Phiến (cấp 3)-Rương	Hộ Giáp Phiến (cấp 3)-Rương	18	1	73	3	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	3	0	10																
Hộ Giáp Phiến (cấp 4)-Rương	Hộ Giáp Phiến (cấp 4)-Rương	18	1	73	4	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	4	0	10																
Hộ Giáp Phiến (cấp 5)-Rương	Hộ Giáp Phiến (cấp 5)-Rương	18	1	73	5	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	5	0	10																
Hộ Giáp Phiến (cấp 6)-Rương	Hộ Giáp Phiến (cấp 6)-Rương	18	1	73	6	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	6	0	5																
Hộ Giáp Phiến (cấp 7)-Rương	Hộ Giáp Phiến (cấp 7)-Rương	18	1	73	7	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	7	0	5																
Hộ Giáp Phiến (cấp 8)-Rương	Hộ Giáp Phiến (cấp 8)-Rương	18	1	73	8	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	8	0	5																
Hộ Giáp Phiến (cấp 9)-Rương	Hộ Giáp Phiến (cấp 9)-Rương	18	1	73	9	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	9	0	5																
Hộ Giáp Phiến (cấp 10)-Rương	Hộ Giáp Phiến (cấp 10)-Rương	18	1	73	10	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	67	10	0	5																
Ngũ Hành Thạch (cấp 1)-Rương	Ngũ Hành Thạch (cấp 1)-Rương	18	1	74	1	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	1	0	10																
Ngũ Hành Thạch (cấp 2)-Rương	Ngũ Hành Thạch (cấp 2)-Rương	18	1	74	2	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	2	0	10																
Ngũ Hành Thạch (cấp 3)-Rương	Ngũ Hành Thạch (cấp 3)-Rương	18	1	74	3	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	3	0	10																
Ngũ Hành Thạch (cấp 4)-Rương	Ngũ Hành Thạch (cấp 4)-Rương	18	1	74	4	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	4	0	10																
Ngũ Hành Thạch (cấp 5)-Rương	Ngũ Hành Thạch (cấp 5)-Rương	18	1	74	5	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	5	0	10																
Ngũ Hành Thạch (cấp 6)-Rương	Ngũ Hành Thạch (cấp 6)-Rương	18	1	74	6	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	6	0	5																
Ngũ Hành Thạch (cấp 7)-Rương	Ngũ Hành Thạch (cấp 7)-Rương	18	1	74	7	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	7	0	5																
Ngũ Hành Thạch (cấp 8)-Rương	Ngũ Hành Thạch (cấp 8)-Rương	18	1	74	8	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	8	0	5																
Ngũ Hành Thạch (cấp 9)-Rương	Ngũ Hành Thạch (cấp 9)-Rương	18	1	74	9	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	9	0	5																
Ngũ Hành Thạch (cấp 10)-Rương	Ngũ Hành Thạch (cấp 10)-Rương	18	1	74	10	\image\item\other\quest\quest_0026_s.spr		32			0	1	1	0		0	0		xiang					18	1	68	10	0	5																
La bàn	La bàn	18	1	75	1	\image\item\other\quest\quest_0101_s.spr		32	Được dùng để đo vị trí cụ thể của kho báu được đánh dấu trên <color=gold>Tàng Bảo Đồ<color>.		0	100	1	1		0	0		luopan																										
Rương đồng bị khóa	Rương đồng bị khóa	18	1	76	1	\image\item\other\scriptitem\treasure_box_s.spr		35	Được đào dưới đất lên, bên trên khắc hoa văn thời xưa, đã bị khóa, phải <color=gold>dùng chìa khóa đồng<color> để mở.		0	1	1	5000		0	0		treasurebox																										
Chìa khóa đồng	Chìa khóa đồng	18	1	77	1	\image\item\other\quest\quest_0013_s.spr		32	Hơi cũ, nghe nói mở được <color=gold>Rương đồng bị khóa<color>.		0	1	1	5000		0	0																												
Bảo rương		18	1	78	1	\image\item\other\quest\quest_0026_s.spr		35	Bảo rương thần bí, bên trong chứa nhiều điều bất ngờ		0	1	1	1		1	0		randomitem					1																					
Rương thi đấu môn phái		18	1	78	2	\image\item\other\quest\quest_0026_s.spr		35	Rương thi đấu môn phái, bên trong chứa nhiều điều bất ngờ.		0	1	1	1		1	0		randomitem					1																																									
Lệnh bài Tẩy Tủy Đảo	Lệnh bài Tẩy Tủy Đảo	18	1	79	1	\image\item\other\scriptitem\xisuidaolingpai.spr		32	Có thể dùng lệnh bài này đến Tẩy Tủy Đảo từ chỗ Chưởng môn môn phái để tẩy điểm.		0	1	1	20000		0	1																												
Túi Phúc Hoàng Kim	Túi Phúc Hoàng Kim	18	1	80	1	\image\item\other\scriptitem\goldbag.spr		32	Nhấn chuột phải mở, 10 cái đầu tiên nhận được phần thưởng phong phú.<enter><color=gold>Mỗi tháng nạp 3000 đồng trở lên có thể mở thêm 5 Túi Phúc.<color><enter><color=gold>1 tây mỗi tháng 0h-2h<color> nạp sẽ không được tích lũy, chú ý!		0	1	1	5000		1	0		fudainew																										
Lệnh bài thi đấu môn phái (sơ)	Lệnh bài thi đấu môn phái (sơ)	18	1	81	1	\image\item\other\scriptitem\menpailingpai_chuji.spr		32	Có được từ Rương thi đấu môn phái, sau khi sử dụng được 30 điểm danh vọng môn phái.		0	1	1	5000		0	0		mengpaijingjilingpai																										
Lệnh bài thi đấu môn phái (trung)	Lệnh bài thi đấu môn phái (trung)	18	1	81	2	\image\item\other\scriptitem\menpailingpai_zhongji.spr		32	Có được từ Rương thi đấu môn phái, sau khi sử dụng được 60 điểm danh vọng môn phái.		0	1	1	10000		0	0		mengpaijingjilingpai																										
Lệnh bài thi đấu môn phái (cao)	Lệnh bài thi đấu môn phái (cao)	18	1	81	3	\image\item\other\scriptitem\menpailingpai_gaoji.spr		32	Có được từ Rương thi đấu môn phái, sau khi sử dụng được 100 điểm danh vọng môn phái.		0	1	1	20000		0	0		mengpaijingjilingpai																										
Chìa khóa bạc	Chìa khóa bạc	18	1	82	1	\image\item\other\scriptitem\yinyaoshi.spr		32	Làm bằng bạc, nghe nói mở được <color=gold>Rương bạc bị khóa<color>.		0	1	1	10000		0	1																												
Rương bạc bị khóa	Rương bạc bị khóa	18	1	83	1	\image\item\other\scriptitem\treasure_box_s.spr		35	Bên trên khắc hoa văn cổ, phải <color=gold>dùng chìa khóa bạc<color> mới có thể mở.		0	1	1	10000		0	0		treasurebox_level2																										
Lệnh Bài Nghĩa Quân	Lệnh Bài Nghĩa Quân	18	1	84	1	\image\item\other\scriptitem\yijunlingpai.spr		32	Có được khi hoàn thành Nhiệm vụ nghĩa quân đầu tiên, sau khi sử dụng được 20 điểm danh vọng nghĩa quân.		0	1	1	5000		0	0		yijunlingpai																										
Càn Khôn Phù (10)	Càn Khôn Phù (10)	18	1	85	1	\image\item\other\scriptitem\qiankunfu.spr		32	Phù chỉ chứa sức mạnh thần kỳ, có thể đưa người sử dụng đến chỗ người chỉ định.		0	1	1	20000		0	1		qiankunfu	chuansong																									
Chiêu Thư Tống Kim Vô Hạn	Chiêu Thư Tống Kim Vô Hạn	18	1	86	1	\image\item\other\scriptitem\songjinzhaoshu_s.spr		34	Nhấn chuột phải sử dụng sẽ được đưa đến Báo danh chiến trường.		0	1	1	20000		0	1	60	songjinzhaoshu	chuansong		1																							
Lệnh bài triệu hồi gia tộc (10)	Lệnh bài triệu hồi gia tộc	18	1	87	1	\image\item\other\scriptitem\menpailingpai_zhongji.spr		32	Có thể triệu hồi thành viên gia tộc về.		0	1	1	100000		0	1		jiazuzhaohuanlingpai	chuansong																									
Lệnh bài triệu hồi bang hội (10)	Lệnh bài triệu hồi bang hội	18	1	88	1	\image\item\other\scriptitem\menpailingpai_gaoji.spr		32	Có thể triệu hồi thành viên bang hội về.		0	1	1	1		0	1		banghuizhaohuanlingpai	chuansong																									
Tinh Khí Tán (500)	Tinh Lực Dược 500	18	1	89	1	\image\item\other\scriptitem\jingqisan.spr		36	Được Cửu Thiên đạo nhân luyện, có thể <color=gold>khôi phục 500 điểm Tinh lực.<color><enter>Uống nhiều hại thân, mỗi ngày <color=gold>không uống quá 5 Tinh Khí Tán loại này.<color><enter>Sau đó còn được uống <color=gold>5 Tinh Khí Tán (trung) và Tinh Khí Tán (đại) không hạn chế số lượng<color>		0	1	1	4500		0	1		jingqisan																										
Tinh Khí Tán (1000)	Tinh Lực Dược 1000	18	1	89	2	\image\item\other\scriptitem\jingqisan_lv2.spr		36	Được Cửu Thiên đạo nhân luyện, có thể <color=gold>khôi phục 1000 điểm Tinh lực.<color><enter>Uống nhiều hại thân, mỗi ngày uống <color=gold>không quá 5 Tinh Khí Tán loại này.<color><enter>Sau đó, còn được uống <color=gold>5 Tinh Khí Tán (tiểu) và Tinh Khí Tán (đại) không hạn chế số lượng<color>		0	1	1	13500		0	1		jingqisan																										
Tinh Khí Tán (1500)	Tinh Lực Dược 1500	18	1	89	3	\image\item\other\scriptitem\jingqisan_lv3.spr		36	Được Cửu Thiên đạo nhân luyện, có thể <color=gold>khôi phục 1500 điểm Tinh lực.<color><enter>Uống nhiều không hại thân, mỗi ngày uống <color=gold>không hạn chế số lượng.<color><enter>Sau đó, còn được uống <color=gold>5 Tinh Khí Tán (tiểu) và 5 Tinh Khí Tán (trung)<color>		0	1	1	27000		0	1		jingqisan																										
Hoạt Khí Tán (500)	Sinh Lực Dược 500	18	1	90	1	\image\item\other\scriptitem\huoqisan.spr		36	Được Cửu Thiên đạo nhân luyện, có thể <color=gold>khôi phục 500 điểm Hoạt lực.<color><enter>Uống nhiều không hại thân, mỗi ngày uống <color=gold>không quá 5 Hoạt Khí Tán.<color><enter>Sau đó, còn được uống <color=gold>Hoạt Khí Tán (trung) và Hoạt Khí Tán (đại) không hạn chế số lượng<color>		0	1	1	5000		0	1		huoqisan																										
