NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
critter033	"80,8,50"	"80,8,50"	"80,8,30"	"64,8,10"	"64,8,10"	"64,8,10"	"64,8,10"	"40,8,120"	"80,8,100"	"88,8,80"	"88,8,80"	"88,8,80"	"80,8,30"	"64,8,10"
critter034	"64,8,120"	"64,8,120"	"128,8,120"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"						"128,8,120"	"96,8,80"
critter035	"64,8,120"	"64,8,120"	"104,8,140"										"104,8,140"	
critter036	"80,8,140"	"80,8,140"	"144,8,140"	"80,8,140"	"80,8,140"	"80,8,140"	"80,8,140"						"144,8,140"	"80,8,140"
critter037	"80,8,140"	"80,8,140"	"128,8,140"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"						"128,8,140"	"64,8,140"
critter038	"80,8,111"	"80,8,111"	"128,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"						"128,8,111"	"80,8,111"
critter039a	"80,8,120"	"80,8,120"	"160,8,120"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"						"160,8,120"	"64,8,140"
critter039b	"96,8,100"	"96,8,111"	"192,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"56,8,120"	"112,8,100"	"112,8,120"	"96,8,120"	"96,8,120"	"192,8,111"	"96,8,111"
critter040	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"						"64,8,160"	"64,8,160"
critter041	"80,8,111"	"80,8,111"	"144,8,111"	"176,8,111"	"176,8,111"	"176,8,111"	"176,8,111"						"144,8,111"	"176,8,111"
critter042a	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter042b	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter043	"80,8,111"	"80,8,111"	"128,8,180"										"128,8,180"	
critter044	"10,1,111"	"10,1,111"	"50,1,100"										"50,1,100"	
critter045	"12,1,111"	"12,1,111"	"16,1,111"										"16,1,111"	
critter046														
critter047a	"10,1,160"	"10,1,160"	"15,1,180"										"15,1,180"	
critter047b	"10,1,160"	"10,1,160"	"15,1,180"										"15,1,180"	
critter048a	"12,1,150"	"12,1,150"	"12,1,120"										"12,1,120"	
critter048b	"12,1,150"	"12,1,150"	"12,1,120"										"12,1,120"	
critter049a	"10,1,80"	"10,1,80"	"14,1,120"										"14,1,120"	
critter049b	"10,1,80"	"10,1,80"	"14,1,120"										"14,1,120"	
critter050	"64,8,120"	"64,8,120"	"128,8,150"										"128,8,150"	
critter051	"96,8,120"	"96,8,120"	"96,8,160"										"96,8,160"	
critter052	"16,1,110"	"16,1,110"	"16,1,110"										"16,1,110"	
critter053a	"18,1,111"	"18,1,111"	"17,1,111"										"17,1,111"	
critter053b	"18,1,111"	"18,1,111"	"17,1,111"										"17,1,111"	
critter054	"96,8,111"	"136,8,80"	"96,8,80"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"56,8,111"	"96,8,120"	"120,8,60"	"120,8,70"	"120,8,70"	"96,8,80"	"96,8,111"
critter055	"80,8,111"	"80,8,111"	"144,8,111"										"144,8,111"	
critter056a	"20,1,111"	"20,1,111"	"20,1,111"										"20,1,111"	
critter056b	"20,1,111"	"20,1,111"	"20,1,111"										"20,1,111"	
critter057a	"26,1,80"	"26,1,80"	"26,1,80"										"26,1,80"	
critter057b	"26,1,80"	"26,1,80"	"26,1,80"										"26,1,80"	
critter058a	"16,1,130"	"16,1,130"	"19,1,100"										"19,1,100"	
critter058b	"16,1,130"	"16,1,130"	"19,1,100"										"19,1,100"	
critter059a	"8,1,120"	"8,1,120"	"13,1,120"										"13,1,120"	
critter060	"41,1,130"	"41,1,130"	"41,1,130"										"41,1,130"	
critter061	"160,8,120"	"160,8,120"	"160,8,120"										"160,8,120"	
critter062	"64,8,120"	"64,8,120"	"120,8,120"										"120,8,120"	
critter063	"96,8,100"	"96,8,100"	"144,8,100"	"96,8,85"	"96,8,85"	"96,8,85"	"96,8,85"						"144,8,100"	"96,8,85"
critter064	"96,8,100"	"96,8,100"	"128,8,125"	"128,8,85"	"128,8,85"	"128,8,85"	"128,8,85"						"128,8,125"	"128,8,85"
critter065	"48,8,140"	"96,8,100"	"128,8,110"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"64,8,85"	"104,8,80"	"88,8,60"	"104,8,65"	"104,8,65"	"128,8,110"	"96,8,100"
critter066	"96,8,100"	"96,8,100"	"208,8,110"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"						"208,8,110"	"96,8,80"
critter067	"96,8,100"	"96,8,100"	"136,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"						"136,8,120"	"96,8,100"
critter068	"96,8,111"	"96,8,111"	"96,8,111"										"96,8,111"	
critter069a	"112,8,80"	"112,8,80"	"112,8,80"										"112,8,80"	
critter069b	"112,8,90"	"112,8,90"	"112,8,90"										"112,8,90"	
critter069c	"28,1,50"	"28,1,50"	"28,1,50"										"28,1,50"	
critter070	"64,8,120"	"64,8,120"	"128,8,150"	"128,8,90"	"128,8,90"	"128,8,90"	"128,8,90"						"128,8,150"	"128,8,90"
critter071	"64,8,160"	"64,8,160"	"128,8,160"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"						"128,8,160"	"96,8,100"
critter072	"112,8,130"	"112,8,130"	"96,8,100"										"96,8,100"	
critter073a	"9,1,80"	"9,1,80"	"16,1,120"										"16,1,120"	
critter073b	"9,1,80"	"9,1,80"	"16,1,120"										"16,1,120"	
critter074a	"14,1,120"	"14,1,120"	"18,1,140"										"18,1,140"	
critter074b	"14,1,120"	"14,1,120"	"18,1,140"										"18,1,140"	
critter075b	"45,1,100"	"45,1,100"	"45,1,100"										"45,1,100"	
critter076	"96,8,100"	"96,8,100"	"112,8,150"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"						"112,8,150"	"96,8,100"
critter077														
critter078	"96,8,150"	"96,8,150"	"144,8,110"										"144,8,110"	
critter079a	"128,8,120"	"128,8,120"	"144,8,150"										"144,8,150"	
critter079b	"128,8,100"	"128,8,100"	"176,8,100"										"176,8,100"	
critter080	"96,8,100"	"96,8,100"	"96,8,100"										"96,8,100"	
critter081														
critter082	"64,8,160"	"64,8,160"	"216,8,100"										"216,8,100"	
critter083	"64,8,160"	"64,8,160"	"400,8,120"										"400,8,120"	
critter084	"96,8,160"	"96,8,160"	"312,8,160"										"312,8,160"	
critter085	"96,8,140"	"96,8,140"	"120,8,140"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"						"120,8,140"	"96,8,120"
critter086	"96,8,120"	"96,8,120"	"128,8,140"										"128,8,140"	
critter087	"64,8,160"	"64,8,160"	"128,8,120"										"128,8,120"	
critter088a	"24,1,90"	"24,1,90"	"24,1,100"										"24,1,100"	
critter088b	"24,1,90"	"24,1,90"	"24,1,100"										"24,1,100"	
critter089	"176,8,80"	"176,8,80"	"176,8,140"										"176,8,140"	
critter090	"96,8,100"	"96,8,100"	"96,8,105"										"96,8,105"	
critter091	"80,8,111"	"80,8,111"	"80,8,111"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,90"	"72,8,111"	"96,8,111"	"72,8,111"	"72,8,111"	"80,8,111"	"96,8,100"
critter092	"64,8,160"	"64,8,160"	"128,8,160"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"						"128,8,160"	"96,8,100"
critter093	"80,8,120"	"80,8,120"	"80,8,120"	"96,8,60"	"96,8,60"	"96,8,60"	"96,8,60"	"56,8,120"	"96,8,120"	"96,8,100"	"104,8,110"	"104,8,110"	"80,8,120"	"96,8,60"
critter094a	"80,8,100"	"80,8,100"	"128,8,140"										"128,8,140"	
critter094b	"80,8,120"	"80,8,120"	"128,8,140"										"128,8,140"	
critter095														
critter096	"64,8,120"	"64,8,120"	"128,8,160"										"128,8,160"	
