SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
Đường Môn Hãm Tĩnh	Hỗ trợ bị động	70	3					1			-1			\image\icon\fightskill\tangmen\tangmenxianjing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	tangmenxianjing	Võ công nhập môn Đường Môn, tăng sát thương bẫy.
Câu Hồn Tĩnh	Cạm bẫy	71	5	1	1		trap	1			-1			\image\icon\fightskill\tangmen\gouhunjing.spr	167	\audio\fightskill\tangmen\tm_dcg_h.wav	\audio\fightskill\tangmen\tm_dcg_h.wav	0	0	0			0	0	0	96	0	0	0	46	-1	1	1	11	-1	0	0	0	0	0	45	0	1	0	0	enemy	0	0	0	0	185	0	0	40	20	22	1	0	0	0		0					0	0	0	0	1	gouhunjing	Cạm bẫy trung cấp Đường Môn, làm chậm trong phạm vi lớn.
Tiểu Lý Phi Đao	Chủ động tấn công ngoại công	72	5	1	2		rangephysicalattack	1			-1			\image\icon\fightskill\tangmen\xiaolifeidao.spr	168	\audio\fightskill\tangmen\tm_xlfd_f.wav	\audio\fightskill\tangmen\tm_xlfd_f.wav	0	0	0			0	0	0	520	0	0	0	47	-1	1	1	9	1	0	0	0	0	0	0	0	1	1	0	enemy	1	236	0	0	0	0	0	50	20	22	1	0	0	0		0					0	0	0	2	1	xiaolifeidao	Võ công trung cấp Đường Môn, dùng phi đao tấn công tầm xa một đối thủ.
Triền Thân Thích	Cạm bẫy	73	5	1	1		trap	1			-1			\image\icon\fightskill\tangmen\chanshenci.spr	169	\audio\fightskill\tangmen\tm_csc_h.wav	\audio\fightskill\tangmen\tm_csc_h.wav	0	0	0			0	0	0	96	0	0	0	48	-1	1	1	11	0	0	0	0	0	0	18	0	1	0	0	enemy	0	0	0	0	0	0	0	70	20	22	1	0	0	0		0					0	0	0	0	1	chanshenci	Cạm bẫy trung cấp Đường Môn, gây bất động trong phạm vi nhỏ.
Loạn Hoàn Kích	Cạm bẫy	74	5	1	1		trap	1			-1			\image\icon\fightskill\tangmen\luanhuanji.spr	170	\audio\fightskill\tangmen\tm_dcg_h.wav	\audio\fightskill\tangmen\tm_dcg_h.wav	0	0	0			0	0	0	96	0	0	0	49	-1	1	1	11	-1	0	0	0	0	0	18	0	1	1	0	enemy	1	0	0	0		187	0	90	20	22	1	0	0	0		0					0	0	0	2	1	luanhuanji	Tạo tường bẫy có hiệu quả đánh lùi, sát thương ngũ hành trong phạm vi lớn
Tâm Phách	Hỗ trợ bị động	75	3					1			-1			\image\icon\fightskill\tangmen\xinpo.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	xinpo	Tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Huyết Đao Độc Sát	Chủ động tấn công ngoại công	76	5	0	1		rangephysicalattack	1			1			\image\icon\fightskill\wudu\xuedaodusha.spr	171			0	0	0			0	0	0	520	0	0	0	54	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	10	20	13	0	0	0	0		0					0	0	0	2	1	xuedaodusha	Đao pháp sơ cấp Ngũ Độc, tấn công độc một đối thủ.
Ngũ Độc Đao Pháp	Hỗ trợ bị động	77	3					1			-1			\image\icon\fightskill\wudu\wududaofa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	wududaofa	Đao pháp nhập môn Ngũ Độc, tăng sát thương đao.
Vô Hình Cổ	Vòng sáng tấn công hệ ngoại công	78	4	1	1		aurarangemagicattack	1			15			\image\icon\fightskill\wudu\wuxinggu.spr				0	0	9			1	2	0	0	0	0	0	55	-1	1	1	14	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	79	0	0	0	0	0	30	10	0	0	0	0	0		0					1	0	0	2	1	wuxinggu	Độc môn dùng sâu Ngũ Độc, độc công trong phạm vi vòng sáng.
Vô Hình Cổ_Bản Thân		79	2					1			15							21	0	18			0	2	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	empty	
Bách Độc Xuyên Tâm	Chủ động tấn công ngoại công	80	5	0	1		rangephysicalattack	1			2			\image\icon\fightskill\wudu\baiduchuanxin.spr	172			0	0	0			0	0	0	520	0	2	6	56	-1	2	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	50	20	13	0	0	0	0		0					0	0	0	2	1	baiduchuanxin	Đao pháp trung cấp Ngũ Độc, tấn công 2 lần tầm xa trong phạm vi nhỏ.
Thí Độc Thuật	Hỗ trợ bị động	81	3					1			-1			\image\icon\fightskill\wudu\shidushu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	40	20	0	0	0	0	0		0					0	0	0	0	1	shidushu	Độc thuật trung cấp Ngũ Độc, tăng chính xác và xác suất chí mạng.
Vạn Cổ Thực Tâm	Bùa chú (bị động)	82	3					1			-1			\image\icon\fightskill\wudu\wangushixin.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	70	20	0	0	0	0	0		0					0	0	0	0	1	wangushixin	Tự động thi triển bùa chú, giảm kháng đối thủ trong phạm vi nhỏ.
Huyền Âm Trảm	Chủ động tấn công ngoại công	83	5	0	1		rangephysicalattack	1			2			\image\icon\fightskill\wudu\xuanyinzhan.spr	174			0	0	0			0	0	0	640	0	2	4	58	-1	2	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	90	20	13	0	0	0	0		0					0	0	0	2	1	xuanyinzhan	Tấn công xuyên 2 lần đường thẳng, đánh trúng địch sẽ kích skill 2
Tinh Không Phá	Chủ động tấn công ngoại công	84	5	1	1		rangephysicalattack	1			6							0	0	0			0	0	0	0	0	0	0	59	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	20	13	0	0	0	0		0					0	0	0	2	1	xingkongpo	
Ngũ Độc Kỳ Kinh	Hỗ trợ bị động	85	3					1			-1			\image\icon\fightskill\wudu\wuduqijing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	wuduqijing	Tuyệt học Ngũ Độc, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Độc Sa Chưởng	Chủ động tấn công nội công	86	5	1	2		rangemagicattack	1			1			\image\icon\fightskill\wudu\dushazhang.spr	175			0	0	0			0	0	0	520	0	0	0	60	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	11	1	0	0	0		0					0	0	0	2	1	dushazhang	Chưởng pháp sơ cấp Ngũ Độc, tấn công tầm xa một đối thủ.
Ngũ Độc Chưởng Pháp	Hỗ trợ bị động	87	3					1			-1			\image\icon\fightskill\wudu\wuduzhangfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	wuduzhangfa	Chưởng pháp nhập môn Ngũ Độc, tăng sát thương quyền.
Bi Ma Huyết Quang	Bùa chú (bị động)	88	3					1			-1			\image\icon\fightskill\wudu\beimoxueguang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	70	20	0	0	0	0	0		0					0	0	0	0	1	beimoxueguang	Tự động tung bùa, kéo dài kháng ngũ hành, kháng độc công và tỷ lệ chí mạng
Thương Thiên 120_Tử		89	5	1	3		initiativeattackassistant	1			-1							483	0	0			0	3	0	0	0	0	0	603	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0	allynoself	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0				2	0	0	0	0	1	qiangtian120_child	
Thiên Canh Địa Sát	Chủ động tấn công nội công	90	5	1	2		rangemagicattack	1			1			\image\icon\fightskill\wudu\tiangangdisha.spr	177			0	0	0			0	0	0	520	0	0	0	63	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	50	20	11	1	0	0	0		0					0	0	0	2	1	tiangangdisha	Chưởng pháp trung cấp Ngũ Độc, tấn công tầm xa trong phạm vi nhỏ.
Ngân Ti Phi Thù	Hỗ trợ bị động	91	3					1			-1			\image\icon\fightskill\wudu\qudushu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	40	20	0	0	0	0	0		0					0	0	0	0	1	yinsifeizhu	Tuyệt kỹ khinh công Ngũ Độc, tăng tốc độ chạy.
Xuyên Tâm Độc Thích	Hỗ trợ bị động	92	3					1			-1			\image\icon\fightskill\wudu\chuanxinduci.spr	178	\audio\fightskill\wuduwu_cxdc_h.wav	\audio\fightskill\wuduwu_cxdc_h.wav	0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	chuanxinduci	Tâm pháp sơ cấp Ngũ Độc, kéo dài thời gian trúng độc.
Âm Phong Thực Cốt	Chủ động tấn công nội công	93	5	1	2		rangemagicattack	1			3			\image\icon\fightskill\wudu\yinfengshigu.spr	179			0	0	0			0	0	0	520	0	0	0	65	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	90	20	11	1	0	0	0		0					0	0	0	2	1	yinfengshigu	Tấn công 2 lần trong cự ly gần, khi skill này kết thúc sẽ thi triển skill phụ
Thiên Canh Độc Thủ	Chủ động tấn công nội công	94	5	1	1		rangemagicattack	1			2							0	0	0			0	0	0	0	0	0	0	66	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	20	11	1	0	0	0		0					0	0	0	2	1	yinfengshigu_child	
Bách Cổ Độc Kinh	Hỗ trợ bị động	95	3					1			-1			\image\icon\fightskill\wudu\baigudujing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	baigudujing	Tuyệt học Ngũ Độc, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Phiêu Tuyết Xuyên Vân	Chủ động tấn công nội công	96	5	0	1		rangemagicattack	1			1			\image\icon\fightskill\emei\piaoxuechuanyun.spr	180			0	0	0			0	0	0	520	0	0	0	67	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	11	1	0	0	0		0					0	0	0	3	1	piaoxuechuanyun	Chưởng pháp sơ cấp Nga My, tấn công tầm xa một đối thủ.
Nga My Chưởng Pháp	Hỗ trợ bị động	97	3					1			-1			\image\icon\fightskill\emei\emeizhangfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	emeizhangfa	Chưởng pháp nhập môn Nga My, tăng sát thương quyền.
Từ Hàng Phổ Độ	Chủ động hỗ trợ hồi phục	98	5	1	2			1			-1			\image\icon\fightskill\emei\cihangpudu.spr	181		\audio\fightskill\emei\em_chpd_fm.wav	25	0	0			0	2	0	520	0	0	0	68	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	1	ally	0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	cihangpudu	Phật pháp sơ cấp Nga My, hồi phục sinh lực đồng đội xung quanh.
Tứ Tượng Đồng Quy	Chủ động tấn công nội công	99	5	1	2		rangemagicattack	1			2			\image\icon\fightskill\emei\sixiangtonggui.spr	182			0	0	0			0	0	0	520	0	0	0	69	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	100	0	0	0	0	0	50	20	11	1	0	0	0		0					0	1	0	3	1	sixiangtonggui	Tấn công phạm vi nhỏ, đồng thời bắn ra băng tấn công đối thủ lân cận.
Tứ Tượng Đồng Quy_Phát tán	Chủ động tấn công nội công	100	5	4	1		rangemagicattack	1			2							0	0	0			0	0	0	0	0	0	0	70	-1	4	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	20	11	1	0	0	112		0					0	0	0	3	1	sixiangtonggui_child	
Phật Tâm Từ Hựu	Vòng sáng hỗ trợ phòng thủ	101	4	1	1		stolenassistant	1			-1			\image\icon\fightskill\emei\foxinciyou.spr				26	0	90			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	276	0	0	0	0	0	40	20	0	0	0	0	0		0					1	1	0	0	1	foxinciyou	Tăng sinh lực nội lực tối đa cho mình và đồng đội trong vòng sáng.
Lưu Thủy Quyết	Vòng sáng hỗ trợ chiến đấu	102	4	1	1		stolenassistant	1			-1			\image\icon\fightskill\emei\liushui.spr				27	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	241	0	0	0	0	0	70	20	0	0	0	0	0		0					1	1	0	0	1	liushuijue	Tăng tốc độ di chuyển cho mình và đồng đội trong vòng sáng.
Phong Sương Toái Ảnh	Chủ động tấn công nội công	103	5	1	2		rangemagicattack	1			1			\image\icon\fightskill\emei\fengshuangsuiying.spr	183			0	0	0			0	0	0	520	0	0	0	73	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	90	20	11	1	0	0	0		0					0	0	0	3	1	fengshuangsuiying	Tấn công trong phạm vi lớn, đồng thời thi triển skill phụ tấn công mục tiêu
Kim Đỉnh Phật Quang	Chủ động tấn công nội công	104	5	4	3		rangemagicattack	1			3							0	0	0			0	0	0	0	0	0	0	74	-1	3	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	20	11	1	0	0	32		0					0	0	0	3	1	jindingfoguang	
Phật Pháp Vô Biên	Hỗ trợ bị động	105	3					1			-1			\image\icon\fightskill\emei\fofawubian.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	fofawubian	Tuyệt học Nga My, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Mộng Điệp	Vòng sáng hỗ trợ hồi phục	106	4	1	1			1			-1			\image\icon\fightskill\emei\mengdie.spr				28	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	277	0	0	0	0	0	20	10	0	0	0	0	0		0					1	1	0	0	1	mengdie	Hồi sinh lực nội lực cho mình, đồng đội trong vòng sáng, và giảm suy yếu
Phật Âm Chiến Ý	Chủ động tấn công nội công	107	5	0	1		rangemagicattack	1			-1			\image\icon\fightskill\emei\foyinzhanyi.spr	184			0	0	0			0	0	0	520	0	0	0	76	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	12	0	0	0	0		0					0	0	0	3	1	foyinzhanyi	Nội công sơ cấp Nga My, tấn công xuyên tầm xa.
Thanh Âm Phạn Xướng	Vòng sáng hỗ trợ phòng thủ	108	4	1	1		stolenassistant	1			-1			\image\icon\fightskill\emei\qingyinfanchang.spr				29	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	self	0	278	0	0	0	0	0	90	20	0	0	0	0	0		0					1	1	0	0	1	qingyinfanchang	Giảm thời gian bị thương, suy yếu, chậm, bỏng, choáng cho mình và đồng đội
Thiên Phật Thiên Diệp	Vòng sáng hỗ trợ chiến đấu	109	4	1	1			1			-1			\image\icon\fightskill\emei\puduzhongsheng.spr				30	0	45			1	2	0	0	0	0	0	146	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	50	20	0	0	0	0	0		0					1	0	0	0	1	qianfoqianye	Phật pháp trung cấp Nga My, tập hợp nhiều hỗ trợ.
Phật Quang Phổ Chiếu	Chủ động hỗ trợ hồi phục	110	5	0	2			1			-1			\image\icon\fightskill\emei\foguangpuzhao.spr	185		\audio\fightskill\emei\em_fgpz_fm.wav	0	0	0			0	2	0	520	0	0	0	79	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	1	revivable	0	0	0	0	0	0	0	60	10	0	0	0	0	0		0					0	0	0	0	1	foguangpuzhao	Trị thương và hồi phục sinh lực, nội lực, thể lực cho đồng đội.
Phong Quyển Tàn Tuyết	Chủ động tấn công nội công	111	5	0	1		rangemagicattack	1			1			\image\icon\fightskill\cuiyan\fengjuancanxue.spr	186			0	0	0			0	0	0	640	0	0	0	80	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	12	1	0	0	0		0					0	0	0	3	1	fengjuancanxue	Kiếm pháp sơ cấp Thúy Yên, tấn công xuyên theo đường thẳng.
Thúy Yên Kiếm Pháp	Hỗ trợ bị động	112	3					1			-1			\image\icon\fightskill\cuiyan\cuiyanjianfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	cuiyanjianfa	Kiếm pháp nhập môn Thúy Yên, tăng sát thương kiếm.
Hộ Thể Hàn Băng	Hỗ trợ bị động	113	3					1			-1			\image\icon\fightskill\cuiyan\hutihanbing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	hutihanbing	Tâm pháp Thúy Yên, có thể phản đòn tầm xa và tăng khả năng né tránh.
Bích Hải Triều Sinh	Chủ động tấn công nội công	114	5	0	1		rangemagicattack	1			1			\image\icon\fightskill\cuiyan\bihaichaosheng.spr	187			0	0	0			0	0	0	640	0	0	0	81	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	50	20	12	1	0	0	0		0					0	0	0	3	1	bihaichaosheng	Kiếm pháp Thúy Yên, tấn công xuyên trong phạm vi nhỏ theo đường thẳng.
Tuyết Ảnh	Chủ động hỗ trợ chiến đấu	115	2				initiativefightassistant	1			-1			\image\icon\fightskill\cuiyan\xueying.spr	188	\audio\fightskill\cuiyan\cy_xy_h.wav	\audio\fightskill\cuiyan\cy_xy_h.wav	31	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	40	20	0	0	0	0	0		0					1	0	0	0	1	xueying	Tâm pháp sơ cấp Thúy Yên, tăng tốc độ chạy bản thân.
Tuyết Ánh Hồng Trần	Vòng sáng hỗ trợ chiến đấu	116	4	1	1		stolenassistant	1			-1			\image\icon\fightskill\cuiyan\xueyinghongchen.spr		\audio\fightskill\cuiyan\cy_xyhc_h.wav	\audio\fightskill\cuiyan\cy_xyhc_h.wav	32	0	45			1	2	0	0	0	0	0	146	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	244	0	0	0	0	0	70	20	0	0	0	0	0		0					1	1	0	0	1	xueyinghongchen	Tăng hiệu suất hồi sinh lực và nội lực cho mình, đồng đội trong vòng sáng
Băng Tâm Tiên Tử	Chủ động tấn công nội công	117	5	0	1		rangemagicattack	1			1			\image\icon\fightskill\cuiyan\bingxinxianzi.spr	189			0	0	0			0	0	0	640	0	0	0	83	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	90	20	12	1	0	0	0		0					0	0	0	3	1	bingxinxianzi	Tấn công xuyên đường thẳng phạm vi nhỏ, lúc đi qua sẽ kích hoạt skill phụ
Phong Tuyết Băng Thiên	Chủ động tấn công nội công	118	5	1	1		rangemagicattack	1			1							0	0	0			0	0	0	500	0	0	0	84	-1	1	1	14	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	20	12	1	0	0	64		0					0	0	0	3	1	fengxuebingtian	
Băng Cốt Tuyết Tâm	Hỗ trợ bị động	119	3					1			-1			\image\icon\fightskill\cuiyan\bingguxuexin.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	bingguxuexin	Tuyệt học Thúy Yên, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Phong Hoa Tuyết Nguyệt	Chủ động tấn công ngoại công	120	5	0	1		rangephysicalattack	1			1			\image\icon\fightskill\cuiyan\fenghuaxueyue.spr	190			0	0	0			0	0	0	520	0	0	0	85	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	10	20	13	1	0	0	0		0					0	0	0	3	1	fenghuaxueyue	Đao pháp sơ cấp Thúy Yên, tấn công băng tầm xa một đối thủ.
Thúy Yên Đao Pháp	Hỗ trợ bị động	121	3					1			-1			\image\icon\fightskill\cuiyan\cuiyandaofa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	cuiyandaofa	Đao pháp nhập môn Thúy Yên, tăng sát thương đao.
Ngự Tuyết Ẩn	Chủ động hỗ trợ chiến đấu	122	2					1			-1			\image\icon\fightskill\cuiyan\yuxueyin.spr	191	\audio\fightskill\cuiyan\cy_yxy_h.wav	\audio\fightskill\cuiyan\cy_yxy_h.wav	0	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	1	0	0	self	0	235	0	0	0	0	0	30	10	0	0	0	0	0		0					0	1	0	0	1	yuxueyin	Tâm pháp cao cấp Thúy Yên, ẩn thân trong màn tuyết trắng bí ẩn.
Mục Dã Lưu Tinh	Chủ động tấn công ngoại công	123	5	3	1		rangephysicalattack	1			2			\image\icon\fightskill\cuiyan\muyeliuxing.spr	192			0	0	0			0	0	0	80	1	0	0	86	-1	3	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	50	20	13	1	0	0	0		2					0	0	0	3	1	muyeliuxing	Đao pháp trung cấp Thúy Yên, phóng ra ba trụ băng tấn công băng tầm xa.
Băng Tâm Thiến Ảnh	Hỗ trợ bị động	124	3					1			-1			\image\icon\fightskill\cuiyan\bingxinqianying.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	70	20	0	0	0	0	0		0					0	0	0	0	1	bingxinqianying	Tâm pháp trung cấp Thúy Yên, tăng chính xác, né tránh và kháng cho bản thân.
Băng Tung Vô Ảnh	Chủ động tấn công ngoại công	125	5	3	1		rangephysicalattack	1			5			\image\icon\fightskill\cuiyan\bingzongwuying.spr	193			0	0	0			0	0	0	80	1	0	0	87	-1	5	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	90	20	13	1	0	0	0		1					0	0	0	3	1	bingzongwuying	Phóng 5 tia băng tấn công đối thủ, sau khi đánh trúng sẽ kích skill 2.
Băng Tâm Tuyết Liên	Chủ động tấn công ngoại công	126	5	1	1		rangephysicalattack	1			4							0	0	0			0	0	0	500	0	0	0	88	-1	1	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	20	13	1	0	0	0		0					0	0	0	3	1	bingxinxuelian	
Băng Cơ Ngọc Cốt	Hỗ trợ bị động	127	3					1			-1			\image\icon\fightskill\cuiyan\bingjiyugu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	80	20	0	0	0	0	0		0					0	0	0	0	1	bingjiyugu	Tuyệt học Thúy Yên, tăng xác suất hiệu quả tấn công và tốc độ xuất chiêu.
Kiến Nhân Thân Thủ	Chủ động tấn công nội công	128	5	0	1		rangemagicattack	1			1			\image\icon\fightskill\gaibang\jianrenshenshou.spr	194			0	0	0			0	0	0	520	0	0	0	89	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	10	20	11	1	0	0	0		0					0	0	0	4	1	jianrenshenshou	Chưởng pháp sơ cấp Cái Bang, tấn công tầm xa một đối thủ.
Cái Bang Chưởng Pháp	Hỗ trợ bị động	129	3					1			-1			\image\icon\fightskill\gaibang\gaibangzhangfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	10	0	0	0	0	0		0					0	0	0	0	1	gaibangzhangfa	Chưởng pháp nhập môn Cái Bang, tăng sát thương quyền.
Hóa Hiểm Vi Di	Hỗ trợ bị động	130	3					1			-1			\image\icon\fightskill\gaibang\huaxianweiyi.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					0	0	0	0	1	huaxianweiyi	Nội công Cái Bang, có thể phản đòn cận chiến và tăng khả năng né tránh.
Hàng Long Hữu Hối	Chủ động tấn công nội công	131	5	3	1		rangemagicattack	1			2			\image\icon\fightskill\gaibang\kanglongyouhui.spr	195			0	0	0			0	0	0	520	0	0	0	90	-1	15	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	794	0	0	0	0	0	50	20	11	1	0	0	64		2					0	1	0	4	1	kanglongyouhui	Xuất nhiều chiêu tấn công đối thủ trong phạm vi nhỏ phía trước.
